date t temp ph ox ortp nh4 no silica cod bod phyto chla chlor dyno chrys crip daph eudi cyc daph_lit light ortp_krivica ortp_misca ortp_radovna q_jezernica q_krivica q_misca q_radovna q_natega diat light_m
37323 731283 4.838333333 8.381666667 10.49 0.005 0.063333333 1.013333333 1.633333333 1.033333333 2.6 0.500461667 0.006897875 0.007916667 0.033333333 0.11 0.194925 0.007046667 2.153333333 0.24 0.246633333 174.321 0.026874636 0.133847669 0.005 50457.6 864 12960 34560 7416.464516 0.12075 80.89956
37324 731284 4.842185317 8.381089658 10.51285698 0.005001138 0.062883979 1.015717752 1.632680104 1.033567925 2.598978326 0.509964563 0.006895794 0.007942833 0.034970444 0.110090748 0.194670713 0.00705998 2.156383759 0.252232298 0.247099302 176.1354 0.026730594 0.131271877 0.005 50457.6 864 10713.6 34560 7416.464516 0.12912 116.25768
37325 731285 4.853552855 8.379392982 10.5356645 0.005004507 0.062375824 1.018184113 1.630746131 1.034263841 2.59597476 0.533524077 0.006889677 0.008021169 0.039783301 0.110175518 0.193923147 0.007099119 2.16535155 0.28522317 0.248469178 177.9624 0.026594752 0.128734407 0.005 50457.6 864 10713.6 34560 7416.464516 0.14877 171.95976
37326 731286 4.872153324 8.376628159 10.55842209 0.005010043 0.061811459 1.020726187 1.627569986 1.035409293 2.591081481 0.570484083 0.006879711 0.008151427 0.047624198 0.110254617 0.192705244 0.007162883 2.179961481 0.338005519 0.250700921 179.8146 0.02646875 0.126253474 0.005 50457.6 864 10713.6 34560 7416.464516 0.17919 170.14536
37327 731287 4.897704103 8.372846713 10.58112933 0.00501768 0.061193474 1.023337741 1.62319024 1.036992495 2.584390672 0.620188452 0.006866084 0.008333363 0.058345423 0.11032835 0.19103995 0.007250071 2.199938326 0.409612247 0.253752488 181.6668 0.026354227 0.123847291 0.005 50457.6 864 10713.6 34560 7416.464516 0.21985 75.50172
37328 731288 4.92992257 8.368100166 10.60378577 0.005027353 0.060524462 1.026012544 1.617645464 1.039001658 2.575994513 0.681981056 0.006848984 0.008566729 0.071799268 0.110397023 0.188950206 0.007359481 2.225006859 0.499076258 0.257581836 183.519 0.026252824 0.121534074 0.005 50457.6 864 10713.6 34560 7416.464516 0.27021 215.0064
37329 731289 4.968526103 8.362440041 10.62639098 0.005038997 0.059807014 1.028744365 1.610974232 1.041424994 2.565985185 0.755205767 0.006828598 0.00885128 0.087838025 0.110460939 0.186458956 0.007489912 2.254891852 0.605430454 0.262146923 185.3964 0.026166181 0.119332039 0.005 50457.6 864 10713.6 34560 7416.464516 0.32975 203.8073055
37330 731290 5.013232081 8.355917859 10.64894451 0.005052545 0.059043719 1.031526972 1.603215114 1.044250716 2.55445487 0.839206458 0.006805115 0.00918677 0.106313983 0.110520406 0.183589142 0.007640163 2.28931808 0.727707739 0.267405708 187.2738 0.026095937 0.117259398 0.005 50457.6 864 10713.6 34560 7416.464516 0.39795 217.93212
37331 731291 5.063757881 8.348585144 10.67144593 0.005067933 0.05823717 1.034354135 1.594406682 1.047467037 2.541495748 0.933327 0.006778722 0.009572952 0.127079433 0.110575729 0.180363709 0.007809033 2.328010316 0.864941015 0.273316148 189.1638 0.026043732 0.115334369 0.005 50457.6 864 10713.6 34560 7416.464516 0.47428 240.0678
37332 731292 5.119820881 8.340493418 10.69389478 0.005085096 0.057389957 1.037219622 1.584587508 1.051062167 2.5272 1.036911266 0.006749606 0.010009581 0.149986667 0.110627212 0.1768056 0.00799532 2.370693333 1.016163184 0.2798362 191.0664 0.026011206 0.113575164 0.005 50457.6 864 10713.6 34560 7416.464516 0.5582 238.2534
37333 731293 5.181138461 8.331694203 10.71629064 0.005103967 0.056504672 1.040117201 1.573796163 1.05502432 2.511659808 1.149303128 0.006717956 0.010496411 0.174887974 0.110675162 0.172937757 0.008197824 2.417091907 1.180407151 0.286923823 192.969 0.026 0.112 0.005 50457.6 864 10713.6 34560 7416.464516 0.64919 241.3152
37334 731294 5.247427997 8.322239022 10.73863305 0.005124482 0.055583906 1.043040642 1.562071219 1.059341709 2.494967353 1.269846457 0.006683959 0.011033195 0.201635647 0.110719883 0.168783124 0.008415342 2.466930809 1.356705817 0.294536973 194.8842 0.026025318 0.110496606 0.005 45792 864 10713.6 34560 7416.464516 0.74672 227.20824
37335 731295 5.318406868 8.312179397 10.76092159 0.005146575 0.054630249 1.045983712 1.549451247 1.064002544 2.477214815 1.397885127 0.006647803 0.011619688 0.230081975 0.110761681 0.164364644 0.008646675 2.519934815 1.544092086 0.30263361 196.812 0.02609838 0.108947095 0.005 50457.6 864 10713.6 34560 7416.464516 0.85026 231.7181821
37336 731296 5.393792453 8.301566851 10.78315581 0.005170182 0.053646293 1.048940181 1.53597482 1.068995039 2.458494376 1.532763009 0.006609676 0.012255643 0.26007925 0.110800861 0.159705261 0.00889062 2.575828697 1.74159886 0.31117169 198.7398 0.026214844 0.107361255 0.005 55296 1296 12960 34560 7416.464516 0.9593 219.7159513
