date t temp ph ox ortp nh4 no silica cod bod phyto chla chlor dyno chrys crip daph eudi cyc daph_lit light ortp_krivica ortp_misca ortp_radovna q_jezernica q_krivica q_misca q_radovna q_natega diat light_m
35501 729461 6.308333333 7.57 11.44666667 0.015333333 0.086 1.544333333 0.633333333 1.97662108 1.32 0.330576667 0.002725 0.007083333 0.041666667 0 0.01035 0.002 4.00E+00 7.166666667 0.07 181.6668 0.02934375 0.109457484 0.014570313 30153.6 1900.8 13737.6 34560 9187.2 0.25523 122.2452
35502 729462 6.310250979 7.570630239 11.44529276 0.015320229 0.08627987 1.544333333 0.633649671 1.98508234 1.328265753 0.330907261 0.002721611 0.007205878 0.04216704 0 0.010464111 0.002004632 3.992620034 7.160305991 0.070162106 183.519 0.029224 0.109296584 0.01472 30153.6 1900.8 13737.6 34560 9187.2 0.25474 42.04872
35503 729463 6.315928409 7.572480912 11.44128096 0.015281807 0.087097089 1.544333333 0.634573377 1.996132321 1.337386161 0.331872595 0.00271171 0.007346092 0.043628129 0 0.010797313 0.002018402 3.971025163 7.141732818 0.070644067 185.3964 0.02912825 0.109168962 0.014839688 30153.6 1900.8 13737.6 34560 9187.2 0.25332 151.91064
35504 729464 6.325252357 7.575491956 11.43479612 0.015219401 0.088418074 1.544333333 0.63606649 2.00959616 1.347294295 0.333432999 0.002695691 0.007502917 0.045989891 0 0.011335915 0.002041124 3.936032923 7.111710428 0.071439346 187.2738 0.029058 0.109076043 0.0149275 30153.6 1382.4 13737.6 34560 9187.2 0.25102 118.77516
35505 729465 6.33810956 7.579603305 11.42600312 0.015134344 0.090209241 1.544333333 0.638091051 2.025298995 1.357923227 0.3355488 0.002673951 0.007675295 0.049192279 0 0.012066222 0.002072612 3.888460854 7.071002103 0.072541406 189.1638 0.02901475 0.109019248 0.014981563 30153.6 1900.8 13737.6 34560 9187.2 0.24789 60.96384
35506 729466 6.354386754 7.584754895 11.41506683 0.01502797 0.092437004 1.544333333 0.640609098 2.043065965 1.36920603 0.338180329 0.002646885 0.007862168 0.053175249 0 0.012974542 0.002112677 3.829126493 7.020371124 0.07394371 191.0664 0.029 0.109 0.015 37238.4 1900.8 13737.6 34560 9187.2 0.24399 56.49588
35507 729467 6.373970675 7.590886663 11.40215211 0.014901614 0.095067779 1.544333333 0.643582672 2.062722206 1.381075775 0.341287912 0.00261489 0.00806248 0.057878757 0 0.014047181 0.002161135 3.758847379 6.960580772 0.075639721 192.969 0.029 0.109092215 0.014934132 37238.4 1900.8 13737.6 34560 9187.2 0.23939 52.43616
35508 729468 6.39674806 7.597938544 11.38742384 0.01475661 0.098067983 1.544333333 0.646973811 2.084092856 1.393465535 0.34483188 0.002578361 0.008275172 0.063242757 0 0.015270446 0.002217797 3.678441048 6.892394328 0.077622902 194.8842 0.029 0.109356765 0.014745168 45100.8 1900.8 13737.6 34560 9187.2 0.23412 140.29848
35509 729469 6.422605644 7.605850472 11.37104688 0.014594291 0.10140403 1.544333333 0.650744555 2.107003053 1.406308382 0.348772561 0.002537695 0.008499188 0.069207205 0 0.016630643 0.002282478 3.588725041 6.816575073 0.079886717 196.812 0.029 0.10977551 0.014446064 37238.4 1382.4 11318.4 34560 9187.2 0.22825 100.90332
35510 729470 6.451430163 7.614562385 11.3531861 0.014415991 0.105042337 1.544333333 0.654856944 2.131277934 1.419537387 0.353070283 0.002493286 0.008733469 0.075712056 0 0.01811408 0.002354989 3.490516893 6.733886288 0.082424628 198.7398 0.029 0.11033031 0.014049779 37238.4 1382.4 11318.4 34560 9187.2 0.22184 101.01672
35511 729471 6.483108353 7.624014217 11.33400638 0.014223045 0.108949318 1.544333333 0.659273017 2.156742637 1.433085623 0.357685375 0.002445532 0.008976958 0.082697266 0 0.019707063 0.002435146 3.384634144 6.645091254 0.085230099 200.6676 0.029 0.111003023 0.013569269 37238.4 1382.4 11318.4 34560 9187.2 0.21493 94.66632
35512 729472 6.51752695 7.634145904 11.31367257 0.014016786 0.11309139 1.544333333 0.663954814 2.1832223 1.446886162 0.362578166 0.002394828 0.009228597 0.090102789 0 0.021395899 0.00252276 3.271894332 6.550953253 0.088296592 202.608 0.029 0.11177551 0.013017493 37238.4 1382.4 11318.4 34560 9187.2 0.20759 222.9444
35513 729473 6.554572691 7.644897383 11.29234955 0.013798548 0.117434968 1.544333333 0.668864373 2.210542061 1.460872077 0.367708985 0.00234157 0.009487328 0.09786858 0 0.023166894 0.002617645 3.153114994 6.452235566 0.091617571 204.5484 0.029 0.11262963 0.012407407 37238.4 1382.4 11318.4 34560 9187.2 0.19987 269.73324
35514 729474 6.594132312 7.656208587 11.27020218 0.013569666 0.121946469 1.544333333 0.673963736 2.238527056 1.474976438 0.37303816 0.002286153 0.009752095 0.105934595 0 0.025006356 0.002719614 3.029113669 6.349701472 0.095186499 206.5014 0.029 0.113547241 0.011751971 30153.6 1382.4 11318.4 34560 9187.2 0.19182 141.4098
35515 729475 6.636092547 7.668019454 11.24739535 0.013331473 0.126592306 1.544333333 0.67921494 2.267002424 1.489132319 0.378526021 0.002228974 0.010021839 0.11424079 0 0.02690059 0.002828481 2.900707895 6.244114255 0.098996839 208.4544 0.029 0.114510204 0.01106414 30153.6 1382.4 11318.4 34560 9187.2 0.18351 157.1901496
35516 729476 6.680340134 7.680269918 11.2240939 0.013085303 0.131338897 1.544333333 0.684580026 2.295793303 1.503272791 0.384132895 0.002170429 0.010295504 0.122727119 0 0.028835905 0.002944059 2.76871521 6.136237194 0.103042054 210.4074 0.029 0.115500378 0.010356873 30153.6 1382.4 11318.4 34560 9187.2 0.17498 209.97144
35517 729477 6.726761809 7.692899915 11.20046272 0.012832491 0.136152656 1.544333333 0.690021033 2.324724829 1.517330927 0.389819112 0.002110913 0.01057203 0.131333537 0 0.030798606 0.00306616 2.633953151 6.026833571 0.107315607 212.373 0.029 0.116499622 0.009643127 26179.2 1382.4 11318.4 34560 9187.2 0.1663 241.58736
35518 729478 6.775244307 7.705849381 11.17666667 0.012574369 0.141 1.544333333 0.6955 2.35362214 1.531239798 0.395545 0.002050823 0.010850362 0.14 0 0.032775 0.003194599 2.497239257 5.916666667 0.111810962 214.326 0.029 0.117489796 0.00893586 30153.6 1382.4 11318.4 34560 9187.2 0.15752 106.4826
